month,category,unitePrice,value
2025-08,Cocteles sin Alcohol,59.48,3
2025-08,Postres,112.93,8
2025-08,Cocteles sin Alcohol,59.48,7
2025-08,Teppanyaki,332.76,8
2025-08,Arroz,119.83,33
2025-08,Digestivo,99.14,3
2025-08,Refrescos,42.24,22
2025-08,PokeBowl,203.45,101
2025-08,Tes Calientes o Frios,107.76,10
2025-08,Jarras Limonada,107.76,1
2025-08,Entradas,180.17,50
2025-08,PokeBowl,203.45,103
2025-08,Pastas,257.76,10
2025-08,Pastas,279.31,14
2025-08,Cocteles sin Alcohol,59.48,9
2025-08,Rollos Naturales,236.21,132
2025-08,Tempuras,64.66,3
2025-08,Cocteles,90.52,8
2025-08,Extras,43.10,140
2025-08,Tes Calientes o Frios,38.79,11
2025-08,Extras,43.10,148
2025-08,Rollos Horneados,197.41,44
2025-08,Cocteles,73.28,8
2025-08,Nigiri,30.17,7
2025-08,Rollos Horneados,203.45,48
2025-08,Rollos Empanizados,181.90,61
2025-08,Tempuras,116.38,6
2025-08,Martinis,47.41,1
2025-08,PokeBowl,203.45,72
2025-08,Limonadas,38.79,53
2025-08,Margaritas,81.90,14
2025-08,Ensaladas,128.45,1
2025-08,Tazones,107.76,5
2025-08,Extras,43.10,98
2025-08,Martinis,47.41,1
2025-08,Tempuras,116.38,5
2025-08,Rollos Empanizados,181.90,41
2025-08,Tazones,197.41,5
2025-08,Jarras Limonada,107.76,8
2025-08,Rollos Empanizados,181.90,19
2025-08,Jarras Limonada,107.76,5
2025-08,Rollos Empanizados,181.90,22
2025-08,Entradas,257.76,26
2025-08,Martinis,47.41,6
2025-08,Postres,90.52,5
2025-08,Mojitos,64.66,1
2025-08,Mojitos,64.66,4
2025-08,Vinos,90.52,1
2025-08,Rollos Capeados,171.55,7
2025-08,Jarras Limonada,107.76,1
2025-08,Kids,128.45,14
2025-08,Vinos,90.52,2
2025-08,Cocteles,90.52,19
2025-08,Pastas,223.28,2
2025-08,Cocteles,90.52,22
2025-08,Entradas,197.41,58
2025-08,Vegano,150.00,2
2025-08,Sopas,90.52,8
2025-08,Sopas,223.28,9
2025-08,Cocteles sin Alcohol,43.10,1
2025-08,Nigiri,56.03,20
2025-08,Whisky,116.38,1
2025-08,Tes Calientes o Frios,107.76,7
2025-08,Whisky,116.38,1
2025-08,Margaritas,73.28,1
2025-08,Rollos Horneados,193.10,37
2025-08,Vinos,73.28,2
2025-08,Sopas,223.28,7
2025-08,Arroz,128.45,26
2025-08,Extras,43.10,96
2025-08,PokeBowl,214.66,42
2025-08,Rollos Naturales,236.21,88
2025-08,Vinos,90.52,2
2025-08,Refrescos,42.24,35
2025-08,Pastas,231.90,15
2025-08,Nigiri,107.76,3
2025-08,Margaritas,81.90,1
2025-08,Extras,43.10,99
2025-08,Mojitos,64.66,1
2025-08,Tempuras,64.66,2
2025-08,Martinis,56.03,2
2025-08,Sopas,64.66,4
2025-08,Tazones,107.76,4
2025-08,Tes Calientes o Frios,33.62,10
2025-08,Tempuras,116.38,12
2025-08,Teppanyaki,231.90,4
2025-08,Cocteles sin Alcohol,59.48,6
2025-08,Mojitos,64.66,1
2025-08,Extras,43.10,145
2025-08,Cocteles,73.28,19
2025-08,Limonadas,38.79,120
2025-08,Rollos Capeados,145.69,1
2025-08,Extras,43.10,165
2025-08,Nigiri,30.17,2
2025-08,Tempuras,116.38,7
2025-08,Tazones,180.17,9
2025-08,Mojitos,64.66,1
2025-08,Sopas,223.28,10
2025-08,Limonadas,42.24,121
2025-08,Cocteles sin Alcohol,59.48,7
2025-08,Ensaladas,128.45,2
2025-08,Teppanyaki,266.38,8
2025-08,Margaritas,73.28,4
2025-08,Temakis,180.17,7
2025-08,Tes Calientes o Frios,107.76,22
2025-08,Martinis,47.41,4
2025-08,Rollos Naturales,236.21,51
2025-08,Pastas,223.28,5
2025-08,Cocteles,90.52,15
2025-08,Kids,128.45,2
2025-08,Arroz,128.45,24
2025-08,Tes Calientes o Frios,107.76,11
2025-08,Pastas,231.90,4
2025-08,Entradas,257.76,76
2025-08,Sopas,223.28,6
2025-08,Rollos Naturales,236.21,83
2025-08,Rollos Empanizados,181.90,61
2025-08,Cocteles sin Alcohol,59.48,8
2025-08,Sashimi,361.21,2
2025-08,Pastas,231.90,11
2025-08,Teppanyaki,275.00,11
2025-08,Cocteles sin Alcohol,59.48,9
2025-08,Rollos Naturales,236.21,140
2025-08,Teppanyaki,231.90,3
2025-08,Tes Calientes o Frios,33.62,7
2025-08,Mojitos,64.66,3
2025-08,Ensaladas,90.52,1
2025-08,Limonadas,38.79,72
2025-08,Sopas,223.28,7
2025-08,Cervezas,137.07,39
2025-08,Cocteles,73.28,3
2025-08,Tempuras,116.38,6
2025-08,Kids,90.52,1
2025-08,Rollos Horneados,197.41,26
2025-08,Arroz,128.45,35
2025-08,Jarras Limonada,107.76,1
2025-08,Ginebra,42.24,1
2025-08,Entradas,180.17,63
2025-08,Rollos Empanizados,181.90,69
2025-08,Temakis,73.28,1
2025-08,Vinos,73.28,2
2025-08,Temakis,107.76,1
2025-08,Vegano,138.79,2
2025-08,Digestivo,111.21,1
2025-08,Postres,90.52,4
2025-08,Jarras Limonada,107.76,7
2025-08,Refrescos,42.24,46
2025-08,PokeBowl,203.45,61
2025-08,Ensaladas,128.45,1
2025-08,Rollos Horneados,197.41,35
2025-08,Kids,128.45,20
2025-08,Rollos Empanizados,181.90,47
2025-08,Rollos Horneados,197.41,32
2025-08,PokeBowl,214.66,69
2025-08,Arroz,128.45,37
2025-08,Jarras Limonada,107.76,7
2025-08,Kids,102.59,5
2025-08,Cervezas,137.07,27
2025-08,Arroz,128.45,38
2025-08,Entradas,180.17,22
2025-08,Cocteles sin Alcohol,59.48,1
2025-08,Entradas,257.76,34
2025-08,Digestivo,111.21,2
2025-08,Margaritas,73.28,12
2025-08,Temakis,73.28,1
2025-08,Rollos Capeados,137.07,2
2025-08,Postres,90.52,11
2025-08,Jarras Limonada,107.76,3
2025-08,Rollos Capeados,145.69,9
2025-08,Cervezas,137.07,12
2025-08,Rollos Horneados,203.45,40
2025-08,Arroz,128.45,32
2025-08,Extras,43.10,120
2025-08,Nigiri,107.76,15
2025-08,Refrescos,42.24,47
2025-08,Cervezas,137.07,9
2025-08,Postres,90.52,6
2025-08,Tazones,225.00,5
2025-08,Sashimi,361.21,2
2025-08,Vinos,107.76,2
2025-08,Jarras Limonada,107.76,1
2025-08,Postres,112.93,6
2025-08,Refrescos,33.62,25
2025-08,Kids,90.52,5
2025-08,PokeBowl,203.45,75
2025-08,Limonadas,38.79,103
2025-08,Rollos Capeados,171.55,1
2025-08,Jarras Limonada,107.76,2
2025-08,Kids,128.45,3
2025-08,PokeBowl,203.45,48
2025-08,Arroz,128.45,49
2025-08,Vegano,138.79,1
2025-08,Rollos Horneados,193.10,34
2025-08,Arroz,128.45,40
2025-08,PokeBowl,203.45,45
2025-08,Rollos Capeados,137.07,2
2025-08,Extras,34.48,59
2025-08,Martinis,47.41,4
2025-08,Sopas,206.03,4
2025-08,Ensaladas,90.52,1
2025-08,Sashimi,361.21,1
2025-08,Rollos Empanizados,181.90,59
2025-08,Rollos Empanizados,181.90,37
2025-08,Entradas,180.17,27
2025-08,Teppanyaki,231.90,2
2025-08,Margaritas,81.90,4
2025-08,Entradas,181.90,39
2025-08,Arroz,128.45,48
2025-08,Martinis,47.41,1
2025-08,Ensaladas,128.45,2
2025-08,Tempuras,116.38,12
2025-08,Arroz,128.45,56
2025-08,Rollos Naturales,236.21,73
2025-08,PokeBowl,203.45,41
2025-08,Rollos Capeados,171.55,6
2025-08,Margaritas,73.28,2
2025-08,Temakis,119.83,11
2025-08,Vegano,138.79,2
2025-08,Postres,90.52,6
2025-08,Temakis,119.83,2
2025-08,Tequila,116.38,1
2025-08,Rollos Capeados,137.07,5
2025-08,Sopas,223.28,8
2025-08,Cervezas,42.24,24
2025-08,Kids,128.45,10
2025-08,PokeBowl,214.66,81
2025-08,Whisky,116.38,1
2025-08,Nigiri,30.17,15
2025-08,Kids,128.45,5
2025-08,Entradas,181.90,45
2025-08,Margaritas,73.28,2
2025-08,Refrescos,42.24,53
2025-08,Cervezas,137.07,23
2025-08,Jarras Limonada,107.76,2
2025-08,Sashimi,326.72,2
2025-08,Mojitos,64.66,2
2025-08,Vinos,90.52,2
2025-08,Extras,43.10,80
2025-08,Rollos Horneados,214.66,38
2025-08,Kids,160.34,12
2025-08,Refrescos,42.24,48
2025-08,Jarras Limonada,107.76,4
2025-08,Nigiri,38.79,15
2025-08,Tes Calientes o Frios,33.62,11
2025-08,Pastas,223.28,7
2025-08,Teppanyaki,332.76,6
2025-08,Refrescos,42.24,32
2025-08,Cervezas,38.79,41
2025-08,Limonadas,38.79,50
2025-08,Postres,90.52,7
2025-08,Mojitos,64.66,2
2025-08,Refrescos,33.62,31
2025-08,Rollos Naturales,236.21,141
2025-08,Rollos Horneados,197.41,20
2025-08,Cocteles,90.52,10
2025-08,Temakis,73.28,3
2025-08,Limonadas,38.79,67
2025-08,Vinos,73.28,3
2025-08,Cocteles,90.52,28
2025-08,Tazones,134.48,6
2025-08,Nigiri,30.17,2
2025-08,Nigiri,30.17,6
2025-08,Pastas,231.90,10
2025-08,Sopas,90.52,1
2025-08,Sashimi,326.72,2
2025-08,Rollos Capeados,171.55,5
2025-08,Cervezas,137.07,30
2025-08,Tes Calientes o Frios,107.76,12
2025-08,Ensaladas,223.28,2
2025-08,Refrescos,33.62,30
2025-08,Limonadas,38.79,138
2025-08,Digestivo,99.14,3
2025-08,Entradas,181.90,39
2025-08,Postres,112.93,6
2025-08,Ensaladas,223.28,3
2025-08,Limonadas,38.79,122
2025-08,Martinis,47.41,3
2025-08,Extras,43.10,176
2025-08,Cocteles sin Alcohol,59.48,9
2025-08,Rollos Empanizados,181.90,36
2025-08,Cocteles,90.52,5
2025-08,Cocteles sin Alcohol,59.48,10
2025-08,Tes Calientes o Frios,107.76,11
2025-08,Cocteles,73.28,10
2025-08,Entradas,180.17,35
2025-08,Vegano,138.79,3
2025-08,Tazones,107.76,3
2025-08,Tempuras,116.38,17
2025-08,Rollos Naturales,236.21,138
2025-08,Teppanyaki,231.90,8
2025-08,Cocteles sin Alcohol,59.48,3
2025-08,Rollos Horneados,193.10,68
2025-08,Pastas,223.28,6
2025-08,Mojitos,81.90,3
2025-08,Pastas,257.76,10
2025-08,Cocteles sin Alcohol,59.48,13
2025-08,Rollos Naturales,236.21,138
2025-08,Cocteles,73.28,9
2025-08,Teppanyaki,332.76,11
2025-08,Vegano,138.79,4
2025-08,Tazones,134.48,3
2025-08,Tes Calientes o Frios,107.76,8
2025-08,Cervezas,137.07,70
2025-08,Rollos Empanizados,181.90,70
2025-08,Tempuras,116.38,14
2025-08,Sashimi,361.21,1
2025-08,Cervezas,154.31,30
2025-08,Tazones,134.48,3
2025-08,Postres,117.24,8
2025-08,Rollos Empanizados,181.90,33
2025-08,Margaritas,73.28,3
2025-08,PokeBowl,203.45,89
2025-08,Tempuras,64.66,2
2025-08,Whisky,116.38,2
2025-08,Cocteles sin Alcohol,59.48,6
2025-08,Tempuras,116.38,5
2025-08,Limonadas,38.79,71
2025-08,Jarras Limonada,107.76,7
2025-08,Cocteles,90.52,10
2025-08,Rollos Empanizados,181.90,37
2025-08,Nigiri,30.17,2
2025-08,Jarras Limonada,107.76,4
2025-08,Limonadas,38.79,87
2025-08,Refrescos,42.24,52
2025-08,Kids,128.45,3
2025-08,Postres,90.52,7
2025-08,Jarras Limonada,107.76,2
2025-08,Entradas,181.90,61
2025-08,Refrescos,42.24,24
2025-08,Tes Calientes o Frios,33.62,15
2025-08,Temakis,73.28,1
2025-08,Martinis,47.41,2
2025-08,Rollos Capeados,137.07,3
2025-08,Rollos Naturales,236.21,86
2025-08,Martinis,47.41,3
2025-08,Cervezas,137.07,9
2025-08,Mojitos,81.90,2
2025-08,Entradas,206.03,66
2025-08,Kids,128.45,14
2025-08,Tes Calientes o Frios,38.79,12
2025-08,Cocteles sin Alcohol,59.48,3
2025-08,Limonadas,38.79,139
2025-08,Teppanyaki,231.90,8
2025-08,Cocteles,73.28,6
2025-08,Kids,93.97,4
2025-08,PokeBowl,203.45,49
2025-08,Rollos Naturales,246.55,85
2025-08,Arroz,128.45,31
2025-08,Sopas,223.28,15
2025-08,Nigiri,107.76,24
2025-08,Pastas,279.31,24
2025-08,Tazones,197.41,7
2025-08,Margaritas,73.28,1
2025-08,Vegano,138.79,3
2025-08,Tes Calientes o Frios,107.76,9
2025-08,Cocteles sin Alcohol,59.48,7
2025-08,Extras,43.10,100
2025-08,Ensaladas,223.28,2
2025-08,Cocteles,90.52,19
2025-08,PokeBowl,203.45,81
2025-08,Rollos Horneados,193.10,34
2025-08,Temakis,180.17,3
2025-08,Tempuras,116.38,6
2025-08,Rollos Naturales,236.21,158
2025-08,Nigiri,30.17,16
2025-08,Nigiri,38.79,8
2025-08,Extras,43.10,218
2025-08,Entradas,181.90,49
2025-08,Tazones,180.17,5
2025-08,Sopas,223.28,4
2025-08,Vegano,138.79,1
2025-08,Jarras Limonada,107.76,3
2025-08,Rollos Naturales,246.55,160
2025-08,Temakis,107.76,2
2025-08,Martinis,47.41,2
2025-08,Mojitos,64.66,3
2025-08,Rollos Empanizados,181.90,61
2025-08,Refrescos,33.62,32
2025-08,Rollos Capeados,137.07,3
2025-08,Tempuras,64.66,6
2025-08,Refrescos,42.24,35
2025-08,Cervezas,38.79,49
2025-08,Cervezas,42.24,54
2025-08,Rollos Empanizados,171.55,25
2025-08,Ginebra,42.24,1
2025-08,Martinis,47.41,1
2025-08,Teppanyaki,231.90,3
2025-08,Postres,112.93,10
2025-08,Arroz,138.79,54
2025-08,Tazones,134.48,9
2025-08,Arroz,138.79,70
2025-08,Rollos Capeados,171.55,2
2025-08,Limonadas,38.79,94
2025-08,Mojitos,64.66,2
2025-08,Sopas,206.03,4
2025-08,Vegano,111.21,6
2025-08,Rollos Capeados,137.07,3
2025-08,Teppanyaki,289.66,4
2025-08,Vinos,90.52,2
2025-08,Teppanyaki,332.76,8
2025-08,Pastas,279.31,18
2025-08,Tes Calientes o Frios,107.76,10
2025-08,PokeBowl,203.45,84
2025-08,Postres,117.24,12
2025-08,Cocteles sin Alcohol,59.48,25
2025-08,Arroz,128.45,33
2025-08,Kids,160.34,3
2025-08,Sashimi,326.72,1
2025-08,Sopas,223.28,9
2025-08,Pastas,279.31,11
2025-08,Vegano,138.79,5
2025-08,Mojitos,81.90,7
2025-08,Margaritas,73.28,3
2025-08,Tes Calientes o Frios,38.79,10
2025-08,Rollos Horneados,203.45,48
2025-08,Extras,34.48,111
2025-08,Ensaladas,223.28,2
2025-08,Tempuras,116.38,7
2025-08,Cocteles,73.28,9
2025-08,Temakis,73.28,2
2025-08,Tes Calientes o Frios,107.76,15
2025-08,Arroz,128.45,23
2025-08,PokeBowl,203.45,98
2025-08,Cocteles,90.52,14
2025-08,Kids,128.45,8
2025-08,Tes Calientes o Frios,33.62,15
2025-08,Kids,90.52,3
2025-08,Limonadas,38.79,54
2025-08,Pastas,223.28,3
2025-08,Refrescos,37.93,43
2025-08,Rollos Capeados,171.55,4
2025-08,Teppanyaki,275.00,23
2025-08,Postres,90.52,8
2025-08,Rollos Capeados,137.07,4
2025-08,Teppanyaki,332.76,11
2025-08,Cocteles sin Alcohol,59.48,4
2025-08,Margaritas,73.28,6
2025-08,Rollos Horneados,203.45,30
2025-08,Cocteles,90.52,11
2025-08,Pastas,223.28,15
2025-08,Rollos Naturales,236.21,52
2025-08,Cocteles,90.52,10
2025-08,Rollos Horneados,193.10,21
2025-08,Vegano,102.59,1
2025-08,Sopas,206.03,7
2025-08,Margaritas,73.28,1
2025-08,Tes Calientes o Frios,107.76,8
2025-08,Vinos,90.52,3
2025-08,Pastas,279.31,8
2025-08,Martinis,47.41,1
2025-08,Rollos Empanizados,181.90,46
2025-08,Martinis,47.41,12
2025-08,Tazones,225.00,12
2025-08,Rollos Naturales,236.21,71
2025-08,Sashimi,326.72,2
2025-08,Rollos Empanizados,181.90,42
2025-08,Ensaladas,128.45,2
2025-08,Tempuras,116.38,18
2025-08,Rollos Horneados,162.93,30
2025-08,Nigiri,30.17,22
2025-08,Tempuras,116.38,6
2025-08,Tempuras,116.38,21
2025-08,Extras,43.10,176
2025-08,Tazones,197.41,8
2025-08,Digestivo,99.14,2
2025-08,Postres,112.93,10
2025-08,Teppanyaki,332.76,6
2025-08,Entradas,181.90,74
2025-08,Cervezas,38.79,56
2025-08,Entradas,181.90,70
2025-08,Tazones,180.17,6
2025-08,Mojitos,64.66,3
2025-08,Rollos Naturales,236.21,100
2025-08,Digestivo,99.14,2
2025-08,Limonadas,38.79,108
2025-08,Refrescos,42.24,28
2025-08,Limonadas,38.79,155
2025-08,Cervezas,137.07,24
2025-08,Postres,112.93,6
2025-08,Nigiri,56.03,8
2025-08,Refrescos,42.24,26
2025-08,Jarras Limonada,107.76,4
2025-08,Tes Calientes o Frios,33.62,5
2025-08,Arroz,128.45,50
2025-08,Entradas,206.03,35
2025-08,PokeBowl,203.45,38
2025-08,Arroz,128.45,52
2025-08,Entradas,257.76,46
2025-08,Pastas,289.66,14
2025-08,Mojitos,64.66,1
2025-08,Jarras Limonada,107.76,2
2025-08,Teppanyaki,145.69,1
2025-08,Vinos,90.52,7
2025-08,Limonadas,38.79,115
2025-08,Cocteles,90.52,12
2025-08,Extras,43.10,207
2025-08,Ensaladas,223.28,2
2025-08,PokeBowl,203.45,43
2025-08,PokeBowl,203.45,59
2025-08,Arroz,128.45,46
2025-08,Extras,43.10,205
2025-08,Sopas,223.28,6
2025-08,Margaritas,81.90,10
2025-08,Sopas,206.03,5
2025-08,Tazones,180.17,4
2025-08,Extras,43.10,102
2025-08,Margaritas,73.28,4
2025-08,Rollos Horneados,214.66,59
2025-08,Temakis,73.28,4
2025-08,Vegano,111.21,4
2025-08,Cocteles sin Alcohol,59.48,5
2025-08,Cocteles sin Alcohol,59.48,4
2025-08,Margaritas,73.28,2
2025-08,Temakis,85.34,2
2025-08,Rollos Empanizados,193.10,69
2025-08,Nigiri,30.17,3
2025-08,Nigiri,30.17,6
2025-08,Cervezas,38.79,16
2025-08,Kids,128.45,3
2025-08,Rollos Empanizados,181.90,58
2025-08,Martinis,47.41,3
2025-08,Rollos Capeados,171.55,2
2025-08,Temakis,73.28,4
2025-08,Mojitos,64.66,4
2025-08,Mojitos,64.66,6
2025-08,Tempuras,116.38,6
2025-08,Refrescos,33.62,41
2025-08,Jarras Limonada,107.76,1
2025-08,Rollos Capeados,137.07,2
2025-09,Teppanyaki,275.00,7
2025-09,Rollos Capeados,181.90,1
2025-09,Postres,93.97,4
2025-09,Teppanyaki,300.86,8
2025-09,Cervezas,42.24,12
2025-09,Limonadas,42.24,62
2025-09,Nigiri,30.17,7
2025-09,Arroz,138.79,61
2025-09,Postres,93.97,3
2025-09,Limonadas,42.24,54
2025-09,Kids,85.34,2
2025-09,Tazones,107.76,1
2025-09,Refrescos,42.24,39
2025-09,Entradas,206.03,30
2025-09,Tazones,107.76,3
2025-09,Mojitos,81.90,3
2025-09,Tempuras,116.38,6
2025-09,Sashimi,361.21,2
2025-09,Tazones,107.76,2
2025-09,Rollos Empanizados,193.10,52
2025-09,Martinis,56.03,1
2025-09,Nigiri,119.83,18
2025-09,Rollos Naturales,246.55,68
2025-09,Extras,34.48,92
2025-09,Rollos Horneados,214.66,42
2025-09,Temakis,56.03,2
2025-09,Vinos,107.76,4
2025-09,Sopas,223.28,9
2025-09,Tempuras,116.38,6
2025-09,Ron,73.28,6
2025-09,Rollos Naturales,236.21,38
2025-09,Cervezas,42.24,10
2025-09,Tempuras,116.38,5
2025-09,Tes Calientes o Frios,107.76,12
2025-09,Vinos,387.93,1
2025-09,Cocteles,90.52,3
2025-09,Pastas,231.90,9
2025-09,Vegano,119.83,2
2025-09,Tes Calientes o Frios,33.62,4
2025-09,Tes Calientes o Frios,107.76,8
2025-09,Pastas,279.31,12
2025-09,Rollos Horneados,214.66,40
2025-09,Rollos Naturales,246.55,129
2025-09,Pastas,223.28,8
2025-09,Refrescos,42.24,15
2025-09,Arroz,138.79,49
2025-09,Teppanyaki,300.86,9
2025-09,Tes Calientes o Frios,107.76,8
2025-09,Cocteles,90.52,4
2025-09,Kids,128.45,5
2025-09,Ensaladas,102.59,1
2025-09,Limonadas,42.24,126
2025-09,Postres,93.97,2
2025-09,Limonadas,42.24,112
2025-09,Cocteles,73.28,5
2025-09,Refrescos,33.62,27
2025-09,Cocteles sin Alcohol,59.48,13
2025-09,Margaritas,81.90,1
2025-09,Entradas,145.69,20
2025-09,Rollos Capeados,145.69,4
2025-09,Martinis,56.03,1
2025-09,Rollos Capeados,145.69,4
2025-09,Rollos Empanizados,193.10,35
2025-09,Sashimi,326.72,1
2025-09,Martinis,56.03,6
2025-09,Kids,106.90,5
2025-09,Rollos Empanizados,193.10,48
2025-09,Jarras Limonada,107.76,2
2025-09,Mojitos,81.90,2
2025-09,Jarras Limonada,107.76,2
2025-09,Temakis,85.34,3
2025-09,Margaritas,81.90,3
2025-09,Rollos Horneados,206.03,19
2025-09,Sopas,223.28,11
2025-09,Postres,93.97,7
2025-09,Rollos Capeados,181.90,7
2025-09,Digestivo,111.21,5
2025-09,Extras,43.10,98
2025-09,Sopas,223.28,16
2025-09,Rollos Empanizados,181.90,11
2025-09,Cervezas,42.24,28
2025-09,Extras,43.10,70
2025-09,Nigiri,30.17,10
2025-09,Margaritas,81.90,2
2025-09,Kids,128.45,5
2025-09,Sopas,206.03,6
2025-09,Cocteles sin Alcohol,59.48,7
2025-09,Tes Calientes o Frios,33.62,12
2025-09,Temakis,119.83,1
2025-09,Rollos Horneados,206.03,13
2025-09,Rollos Naturales,236.21,97
2025-09,Cervezas,154.31,45
2025-09,Tempuras,116.38,8
2025-09,Vegano,150.00,6
2025-09,PokeBowl,214.66,67
2025-09,Extras,43.10,91
2025-09,Cocteles sin Alcohol,59.48,10
2025-09,PokeBowl,214.66,72
2025-09,Cocteles sin Alcohol,59.48,6
2025-09,PokeBowl,214.66,78
2025-09,Entradas,206.03,23
2025-09,Vinos,90.52,2
2025-09,Jarras Limonada,107.76,8
2025-09,Arroz,138.79,27
2025-09,Arroz,138.79,34
2025-09,Entradas,145.69,26
2025-09,Vegano,119.83,2
2025-09,Mojitos,81.90,3
2025-09,Vegano,150.00,4
2025-09,Margaritas,81.90,5
2025-09,Rollos Naturales,246.55,51
2025-09,Tes Calientes o Frios,33.62,13
2025-09,Vegano,119.83,1
2025-09,Sopas,223.28,10
2025-09,Extras,43.10,118
2025-09,Nigiri,119.83,12
2025-09,Pastas,279.31,3
2025-09,Cervezas,42.24,6
2025-09,Cocteles sin Alcohol,59.48,4
2025-09,Tequila,73.28,2
2025-09,Sopas,223.28,8
2025-09,Arroz,138.79,47
2025-09,Cocteles,73.28,4
2025-09,Teppanyaki,240.52,5
2025-09,Refrescos,33.62,29
2025-09,Jarras Limonada,107.76,1
2025-09,Refrescos,33.62,54
2025-09,Tazones,197.41,2
2025-09,Martinis,56.03,1
2025-09,Cocteles,90.52,6
2025-09,Limonadas,42.24,62
2025-09,Rollos Empanizados,193.10,59
2025-09,Entradas,181.90,31
2025-09,Limonadas,42.24,133
2025-09,Kids,85.34,1
2025-09,Nigiri,30.17,20
2025-09,Cocteles,90.52,7
2025-09,Rollos Horneados,214.66,44
2025-09,Cervezas,154.31,43
2025-09,Jarras Limonada,107.76,4
2025-09,Nigiri,68.10,23
2025-09,Rollos Naturales,246.55,112
2025-09,Margaritas,81.90,3
2025-09,Sashimi,326.72,1
2025-09,Cervezas,154.31,10
2025-09,PokeBowl,214.66,41
2025-09,Sashimi,361.21,2
2025-09,Rollos Horneados,214.66,17
2025-09,Rollos Capeados,181.90,2
2025-09,Kids,128.45,3
2025-09,Rollos Naturales,206.03,53
2025-09,Refrescos,42.24,33
2025-09,Temakis,197.41,1
2025-09,Tempuras,116.38,10
2025-09,Tazones,107.76,6
2025-09,Digestivo,111.21,1
2025-09,Tazones,236.21,8
2025-09,Ensaladas,128.45,1
2025-09,Rollos Empanizados,193.10,104
2025-09,Margaritas,81.90,1
2025-09,Rollos Naturales,246.55,111
2025-09,Cocteles,73.28,13
2025-09,Temakis,56.03,4
2025-09,PokeBowl,214.66,65
2025-09,Cocteles sin Alcohol,43.10,6
2025-09,Cocteles,90.52,12
2025-09,Rollos Horneados,225.00,34
2025-09,Vinos,107.76,4
2025-09,Extras,43.10,79
2025-09,Tempuras,116.38,10
2025-09,Limonadas,42.24,78
2025-09,Pastas,223.28,7
2025-09,Postres,117.24,8
2025-09,Tes Calientes o Frios,38.79,8
2025-09,Jarras Limonada,107.76,4
2025-09,Entradas,206.03,38
2025-09,Teppanyaki,240.52,5
2025-09,Rollos Capeados,181.90,5
2025-09,Arroz,138.79,52
2025-09,Vegano,119.83,1
2025-09,PokeBowl,214.66,41
2025-09,Arroz,138.79,32
2025-09,Cervezas,42.24,25
2025-09,Kids,85.34,2
2025-09,Vinos,107.76,3
2025-09,Cocteles sin Alcohol,59.48,6
2025-09,Rollos Capeados,145.69,1
2025-09,Margaritas,81.90,1
2025-09,Extras,34.48,128
2025-09,Refrescos,42.24,35
2025-09,Entradas,206.03,35
2025-09,Tazones,188.79,4
2025-09,Rollos Capeados,145.69,1
2025-09,Rollos Empanizados,193.10,49
2025-09,Extras,43.10,91
2025-09,Teppanyaki,343.97,14
2025-09,PokeBowl,214.66,75
2025-09,Postres,93.97,1
2025-09,Limonadas,42.24,57
2025-09,Teppanyaki,275.00,17
2025-09,Nigiri,119.83,21
2025-09,Tequila,125.00,1
2025-09,Rollos Horneados,214.66,30
2025-09,Vegano,150.00,4
2025-09,Rollos Empanizados,193.10,26
2025-09,Rollos Naturales,197.41,73
2025-09,Temakis,85.34,2
2025-09,Cervezas,42.24,33
2025-09,Margaritas,81.90,4
2025-09,Sopas,223.28,3
2025-09,Pastas,154.31,2
2025-09,Entradas,197.41,31
2025-09,Rollos Capeados,181.90,10
2025-09,Rollos Capeados,181.90,6
2025-09,PokeBowl,214.66,40
2025-09,Pastas,223.28,5
2025-09,Sashimi,326.72,1
2025-09,Postres,93.97,3
2025-09,Sopas,223.28,8
2025-09,Vinos,387.93,1
2025-09,Cervezas,154.31,44
2025-09,Kids,128.45,6
2025-09,Postres,93.97,14
2025-09,Limonadas,42.24,97
2025-09,Jarras Limonada,107.76,7
2025-09,Refrescos,42.24,34
2025-09,Margaritas,81.90,2
2025-09,Rollos Capeados,145.69,3
2025-09,Extras,43.10,137
2025-09,PokeBowl,214.66,31
2025-09,Jarras Limonada,107.76,3
2025-09,Mojitos,81.90,1
2025-09,Teppanyaki,231.90,8
2025-09,Sashimi,326.72,1
2025-09,Rollos Horneados,180.17,31
2025-09,Rollos Naturales,246.55,118
2025-09,Cervezas,42.24,25
2025-09,Mojitos,81.90,6
2025-09,Arroz,138.79,40
2025-09,Rollos Empanizados,193.10,61
2025-09,Vegano,102.59,2
2025-09,Rollos Empanizados,193.10,63
2025-09,Margaritas,81.90,2
2025-09,Entradas,275.00,55
2025-09,Postres,93.97,6
2025-09,Vodka,107.76,2
2025-09,Arroz,138.79,32
2025-09,Margaritas,81.90,3
2025-09,Extras,43.10,132
2025-09,Sopas,223.28,6
2025-09,Entradas,275.00,48
2025-09,Kids,128.45,5
2025-09,PokeBowl,214.66,69
2025-09,Arroz,138.79,19
2025-09,PokeBowl,214.66,55
2025-09,Tazones,197.41,5
2025-09,Cocteles sin Alcohol,59.48,11
2025-09,Martinis,56.03,3
2025-09,Tempuras,116.38,2
2025-09,Vegano,150.00,1
2025-09,Rollos Empanizados,193.10,28
2025-09,Rollos Naturales,246.55,62
2025-09,Mojitos,81.90,1
